值得,45.33242784837621,pos,2,v
棒棒,44.77617494088504,pos,2,n
哦,43.73136959798247,pos,1,zg
足,41.56654762614964,pos,1,a
赞赞,41.18062354071145,pos,2,v
也好,36.99238931066395,pos,2,y
好评,33.74829174808459,pos,2,v
赞,33.377527588800405,pos,1,v
包装,31.474511170927443,pos,2,v
骑士,30.172608735434466,pos,2,n
快快,30.039309383666264,pos,2,d
一向,29.57283049903755,pos,2,d
感谢,29.561460390277873,pos,2,v
实惠,29.128479217646937,pos,2,vn
喜欢,29.049278127820898,pos,2,v
热情,28.74872405691425,pos,2,n
感动,28.112697692031215,pos,2,v
购买,28.06394135290084,pos,2,v
特,27.698992563851473,pos,1,d
辛苦,27.6594143408727,pos,2,a
力,26.97241538035049,pos,1,n
量,26.944780630557858,pos,1,n
分,26.48932824268232,pos,1,v
皮,26.24101026957196,pos,1,n
速度快,26.072798608129894,pos,3,n
挺,26.058825988592496,pos,1,d
哒,25.901952707214825,pos,1,zg
女生,25.851415771735248,pos,2,n
很快,24.978610202641725,pos,2,d
哥哥,24.770374376392787,pos,2,ns
冷天,24.559195992814267,pos,2,t
服务到位,24.31371450700554,pos,4,n
好,23.68133715086605,pos,1,a
服务态度,23.577497248475154,pos,4,n
稻香村,23.486414131704443,pos,3,n
五星,23.463303378199242,pos,2,nz
周到,23.00051030170595,pos,2,v
满分,22.63105041701848,pos,2,d
再说,22.581528008670766,pos,2,c
秘制,22.53254077801183,pos,2,n
食物,22.409793177958832,pos,2,n
小哥,22.40251725460496,pos,2,n
就行了,22.32570756708874,pos,3,l
谢谢,21.817626163811326,pos,2,nr
准时,21.792669622272236,pos,2,v
非常,21.565056021116973,pos,2,d
棒,21.4356196748762,pos,1,zg
师傅,21.395136360828786,pos,2,nr
大赞,21.375043278078657,pos,2,nr
加送,21.103315145752298,pos,2,v
生意兴隆,21.103315145752298,pos,4,l
划算,20.913025347194854,pos,2,v
非常感谢,20.217785465276698,pos,4,i
菜品,20.03489590821274,pos,2,n
平易近人,19.982704479497066,pos,4,n
东坡,19.928974309262827,pos,2,ns
充足,19.87578927558055,pos,2,a
美,19.795127895847664,pos,1,ns
采纳,19.532473753275788,pos,2,v
中号,19.366349551586087,pos,2,f
真快,19.31832228812108,pos,2,d
卷饼,19.041722118488984,pos,2,n
好好,19.018230774276063,pos,2,d
酸辣汤,18.995605540755676,pos,3,nz
超快,18.989983939388207,pos,2,v
很,18.971848590176315,pos,1,zg
超好,18.961686805252498,pos,2,v
吾,18.80296046281328,pos,1,r
豆芽菜,18.80296046281328,pos,3,n
继续,18.69291808799843,pos,2,v
很棒,18.599455758732283,pos,2,a
新品,18.580568041476837,pos,2,n
价格便宜,18.544229820195227,pos,4,n
很好,18.48103171139528,pos,2,d
整体,18.468847604776528,pos,2,n
每次,18.357125197457453,pos,2,r
南瓜,18.283682606349984,pos,2,ns
家常,18.28002737400687,pos,2,n
必须,18.187452292258964,pos,2,d
之外,18.173704473643696,pos,2,f
大号,18.070893668059917,pos,2,a
快捷,18.00377947220138,pos,2,a
纸袋,17.82904795870679,pos,2,n
不错,17.807652294581352,pos,2,a
技术,17.781387050864932,pos,2,n
俱全,17.69604525889677,pos,2,v
之间,17.684022128829533,pos,2,f
味道,17.65618932748571,pos,2,n
大,17.59860478691275,pos,1,a
哥,17.552520950237344,pos,1,n
眉州,17.52246300490131,pos,2,ns
用心,17.43772950754944,pos,2,n
经济,17.418816971480222,pos,2,n
祝,17.38906962808617,pos,1,v
糕点,17.307932865360765,pos,2,n
满意,17.2843301548127,pos,2,v
爸妈,17.165530542197992,pos,2,n
哈哈哈,17.065725952343794,pos,3,o
总体,17.04255651590884,pos,2,n
没想到,17.021960473613248,pos,3,l
开放,16.995605540755676,pos,2,v
男人,16.995605540755676,pos,2,n
真不错,16.92837331152829,pos,3,i
瓶,16.9238835637816,pos,1,n
色香味,16.913143380563703,pos,3,n
当,16.873590524274746,pos,1,t
不怎么,16.789094921127976,pos,3,l
好吃,16.782309491146478,pos,2,v
撑,16.781387050864932,pos,1,v
美味,16.724388731882044,pos,2,nz
太辣,16.660849157947805,pos,2,nr
达,16.56637415989408,pos,1,v
尤其,16.562366394103165,pos,2,d
味儿,16.4662668400158,pos,2,n
停不下来,16.455342847505335,pos,4,v
但是,16.452914470527965,pos,2,c
高大,16.384965229753433,pos,2,a
酸菜,16.360442939546058,pos,2,n
霾,16.31275453981161,pos,1,g
超级,16.22782394848022,pos,2,b
值,16.22557089580329,pos,1,n
冷,16.21850258720142,pos,1,a
大拌菜,16.199197980685113,pos,3,n
朋友,16.004295855973538,pos,2,n
错路,15.995605540755678,pos,2,n
太好了,15.982704479497064,pos,3,l
好喝,15.920155222984993,pos,2,v
锅,15.810821266533532,pos,1,n
干净,15.673499314790867,pos,2,a
当天,15.584941173169925,pos,2,t
泡菜,15.5563722259578,pos,2,n
粥,15.554674910087549,pos,1,n
质量,15.523556860786838,pos,2,n
他家,15.47172906851057,pos,2,r
比较,15.42488684848039,pos,2,d
名字,15.421491105778548,pos,2,n
粉丝,15.402081026531098,pos,2,n
哈哈,15.40130111073584,pos,2,o
力度,15.374570058391054,pos,2,n
吃不完,15.30745586253252,pos,3,v
太重,15.287786292248988,pos,2,n
清淡,15.243658262889866,pos,2,a
预计,15.222779483001345,pos,2,vn
大姐,15.20464505694874,pos,2,n
手套,15.188591983178162,pos,2,n
哈,15.17850264214651,pos,1,nr
表扬,15.099514345999683,pos,2,v
外,15.095124566712991,pos,1,f
